"subject","label","meanX","meanY","meanZ","stdX","stdY","stdZ","type","activity"
13,"WALKING_UPSTAIRS",0.258203939581818,-0.0277392253910909,-0.125767265890909,-0.296284597454545,0.104470773801818,-0.217210568085455,NA,NA
18,"SITTING",0.27727001877193,-0.0128691279736842,-0.111904775824561,-0.994347988596491,-0.974928131052632,-0.977572717017544,NA,NA
18,"STANDING",0.276684386449275,-0.0169925770471014,-0.108098009405797,-0.988490868695652,-0.96926645442029,-0.974018901594203,NA,NA
18,"WALKING",0.273887758571429,-0.0178023631866071,-0.104218315464286,-0.37600552125,-0.227005874892857,-0.428348061071429,NA,NA
18,"WALKING_DOWNSTAIRS",0.288439468909091,-0.0168666920221818,-0.1033908092,-0.302634565090909,-0.254214045818182,-0.418610127454545,NA,NA
18,"WALKING_UPSTAIRS",0.265401201896552,-0.0222060684378914,-0.112655891327586,-0.380168286724138,-0.211155120224138,-0.31437339137931,NA,NA
20,"SITTING",0.278045439090909,-0.0147229305131818,-0.108369634515152,-0.983081858939394,-0.93612270469697,-0.929106396818182,NA,NA
20,"STANDING",0.259476241347518,-0.0163194083019858,-0.102269896507801,-0.964817496241135,-0.918181817517731,-0.941803525177305,NA,NA
20,"WALKING",0.272589336470588,-0.021199992245098,-0.113539477098039,-0.208342792019608,0.489771808627451,-0.228734217372549,NA,NA
20,"WALKING_DOWNSTAIRS",0.296144421355556,-0.00964120773155556,-0.104602925937778,0.0745098785288889,0.616937015333333,-0.160938536488889,NA,NA
20,"WALKING_UPSTAIRS",0.252098317156863,-0.0282258047588235,-0.121023947784314,-0.116088676011765,0.15219632835098,-0.229249455098039,NA,NA
24,"SITTING",0.273475690147059,-0.0131255097938235,-0.103041061426471,-0.990593766617647,-0.956255962058824,-0.957056111470588,NA,NA
24,"STANDING",0.276519919326241,-0.0159476337674326,-0.107718902815603,-0.977414926453901,-0.960491287163121,-0.952385706524823,NA,NA
24,"WALKING",0.276980816034483,-0.0225446400534483,-0.110595952913793,-0.47076236637931,-0.154127498163793,-0.288840016206897,NA,NA
24,"WALKING_DOWNSTAIRS",0.288631208909091,-0.0145730348310909,-0.104818820272727,-0.08273248054,-0.102607326783636,-0.205566380745455,NA,NA
24,"WALKING_UPSTAIRS",0.269881106779661,-0.0251979434569492,-0.114248610966102,-0.344399351355932,-0.116804488966102,-0.255601012881356,NA,NA
